,pres_0,pres_1,time
0,859,641,1629224911.8697531
1,849,649,1629224911.8852549
2,860,645,1629224911.8852549
3,859,644,1629224911.9008365
4,864,650,1629224911.9008365
5,861,643,1629224911.9161289
6,860,651,1629224911.9161289
7,859,650,1629224911.9387038
8,858,650,1629224911.9387038
9,865,649,1629224911.954762
10,859,648,1629224911.954762
11,864,651,1629224911.9703329
12,859,662,1629224911.985934
13,859,649,1629224911.985934
14,859,650,1629224912.0012245
15,859,650,1629224912.0169175
16,859,649,1629224912.0169175
17,863,650,1629224912.0326304
18,858,647,1629224912.0389538
19,859,651,1629224912.0389538
20,859,651,1629224912.0545788
21,859,649,1629224912.0704446
22,859,650,1629224912.0704446
23,860,650,1629224912.0862224
24,861,648,1629224912.0862224
25,863,653,1629224912.10178
26,860,656,1629224912.1174178
27,858,651,1629224912.1174178
28,856,689,1629224912.1397192
29,859,651,1629224912.1397192
30,859,650,1629224912.1557946
31,860,657,1629224912.1557946
32,860,654,1629224912.171364
33,860,698,1629224912.171364
34,858,651,1629224912.1869428
35,862,650,1629224912.202542
36,858,667,1629224912.202542
37,860,650,1629224912.2178433
38,860,661,1629224912.2178433
39,859,651,1629224912.2399652
40,860,651,1629224912.2399652
41,860,651,1629224912.2559128
42,860,657,1629224912.2712133
43,853,647,1629224912.2712133
44,863,650,1629224912.287268
45,860,650,1629224912.287268
46,861,650,1629224912.3028572
47,860,651,1629224912.3028572
48,860,650,1629224912.3183918
49,860,651,1629224912.335479
50,859,647,1629224912.3404589
51,859,651,1629224912.3404589
52,869,651,1629224912.3565257
53,860,652,1629224912.3721225
54,860,650,1629224912.3721225
55,860,650,1629224912.3876934
56,861,651,1629224912.3876934
57,860,650,1629224912.4032722
58,857,649,1629224912.418582
59,859,645,1629224912.418582
60,862,651,1629224912.4345663
61,860,651,1629224912.440864
62,861,650,1629224912.440864
63,860,651,1629224912.456836
64,860,654,1629224912.4721117
65,859,650,1629224912.4721117
66,862,650,1629224912.4882314
67,860,655,1629224912.5037813
68,860,651,1629224912.5037813
69,859,651,1629224912.5193791
70,860,651,1629224912.5277774
71,860,650,1629224912.5409865
72,860,651,1629224912.5409865
73,861,650,1629224912.557058
74,824,645,1629224912.557058
75,860,649,1629224912.5726268
76,857,614,1629224912.5726268
77,860,650,1629224912.5881717
78,860,651,1629224912.6038556
79,860,648,1629224912.6038556
80,861,661,1629224912.6192682
81,860,651,1629224912.6350613
82,860,652,1629224912.6410844
83,860,656,1629224912.6410844
84,851,649,1629224912.6571062
85,861,651,1629224912.6725962
86,861,650,1629224912.6725962
87,860,650,1629224912.6884081
88,860,651,1629224912.6884081
89,836,651,1629224912.703985
90,861,649,1629224912.703985
91,861,650,1629224912.7195883
92,860,646,1629224912.735149
93,861,649,1629224912.7411666
94,864,651,1629224912.7411666
95,860,651,1629224912.7572265
96,861,651,1629224912.7727845
97,860,650,1629224912.7727845
98,860,652,1629224912.7883358
99,861,651,1629224912.8036551
100,859,651,1629224912.8036551
101,867,652,1629224912.819878
102,861,651,1629224912.8209488
103,860,650,1629224912.8365712
104,860,654,1629224912.841076
105,860,650,1629224912.8568935
106,862,651,1629224912.8568935
107,859,657,1629224912.8727906
108,861,646,1629224912.8727906
109,848,668,1629224912.888358
110,860,642,1629224912.9039345
111,860,651,1629224912.9039345
112,859,651,1629224912.9194963
113,860,651,1629224912.9194963
114,857,651,1629224912.941323
115,860,649,1629224912.941323
116,860,652,1629224912.9573534
117,856,651,1629224912.9573534
118,861,651,1629224912.9729006
119,861,651,1629224912.9729006
120,860,652,1629224912.9881942
121,860,651,1629224913.00384
122,860,651,1629224913.00384
123,857,651,1629224913.0198503
124,860,653,1629224913.03541
125,860,651,1629224913.0414195
126,860,652,1629224913.0414195
127,862,651,1629224913.0575364
128,852,651,1629224913.073108
129,859,651,1629224913.073108
130,860,652,1629224913.0886936
131,866,650,1629224913.0886936
