,pres_0,pres_1,time
0,880,777,1629232409.394431
1,869,772,1629232409.4025245
2,868,777,1629232409.4153154
3,869,776,1629232409.4232407
4,869,776,1629232409.4317098
5,869,778,1629232409.4436123
6,869,778,1629232409.4520428
7,869,776,1629232409.4603813
8,849,778,1629232409.4685848
9,869,773,1629232409.4806325
10,869,781,1629232409.4889996
11,869,794,1629232409.4972303
12,869,799,1629232409.5095882
13,871,801,1629232409.516565
14,870,801,1629232409.5259557
15,870,804,1629232409.5340426
16,870,805,1629232409.5463278
17,867,799,1629232409.5544808
18,871,805,1629232409.5626798
19,871,805,1629232409.5750806
20,871,806,1629232409.583193
21,871,806,1629232409.5914207
22,871,806,1629232409.5996459
23,871,806,1629232409.6114545
24,872,786,1629232409.619704
25,871,807,1629232409.628013
26,874,803,1629232409.6402981
27,872,807,1629232409.6487842
28,872,807,1629232409.656952
29,872,807,1629232409.6650972
30,871,807,1629232409.6770227
31,872,812,1629232409.6853917
32,872,809,1629232409.6937237
33,872,810,1629232409.706055
34,873,810,1629232409.7142756
35,872,808,1629232409.722426
36,873,809,1629232409.7306628
37,872,809,1629232409.7430413
38,872,809,1629232409.7504916
39,872,812,1629232409.759544
40,872,812,1629232409.7715156
41,872,809,1629232409.779699
42,872,813,1629232409.7878835
43,872,810,1629232409.79592
44,873,810,1629232409.8085732
45,872,810,1629232409.816772
46,874,809,1629232409.8249362
47,873,809,1629232409.833082
48,871,810,1629232409.844981
49,870,809,1629232409.8532226
50,873,809,1629232409.8614976
51,873,810,1629232409.8732345
52,873,811,1629232409.882268
53,873,811,1629232409.8898659
54,873,811,1629232409.8986485
55,873,811,1629232409.9098642
56,871,813,1629232409.918697
57,873,811,1629232409.927029
58,874,811,1629232409.9394689
59,873,812,1629232409.9477718
60,873,812,1629232409.9559069
61,873,812,1629232409.9641185
62,872,812,1629232409.976511
63,871,811,1629232409.9839787
64,872,812,1629232409.992895
65,872,813,1629232410.0047362
66,873,811,1629232410.013185
67,872,814,1629232410.0213714
68,873,813,1629232410.0292432
69,873,813,1629232410.0420415
70,872,796,1629232410.0490606
71,874,812,1629232410.05704
72,872,813,1629232410.070259
73,873,814,1629232410.0783842
74,873,814,1629232410.0867753
75,872,814,1629232410.094901
76,873,813,1629232410.1071002
77,874,814,1629232410.1157298
78,873,814,1629232410.1236029
79,873,814,1629232410.1354108
80,873,814,1629232410.143762
81,873,818,1629232410.1520214
82,871,814,1629232410.1603665
83,873,814,1629232410.173009
84,872,814,1629232410.1811862
85,873,814,1629232410.189395
86,873,813,1629232410.2009234
87,874,813,1629232410.2099123
88,877,815,1629232410.217991
89,869,813,1629232410.2263615
90,875,814,1629232410.2385495
91,873,813,1629232410.2466877
92,873,813,1629232410.2548819
93,873,813,1629232410.267345
94,873,813,1629232410.27547
95,873,813,1629232410.283663
96,874,813,1629232410.2918491
97,875,807,1629232410.3039954
98,874,816,1629232410.3119955
