,pres_0,pres_1,time
0,753,534,1629235249.3382063
1,757,529,1629235249.360237
2,756,513,1629235249.360237
3,757,512,1629235249.3763022
4,756,506,1629235249.3763022
5,758,504,1629235249.3918793
6,758,503,1629235249.407448
7,755,501,1629235249.407448
8,757,493,1629235249.4230938
9,757,472,1629235249.4386024
10,757,460,1629235249.4386024
11,756,404,1629235249.4543061
12,765,372,1629235249.460335
13,756,323,1629235249.460335
14,756,314,1629235249.4759738
15,756,319,1629235249.491912
16,756,319,1629235249.491912
17,756,301,1629235249.507666
18,756,314,1629235249.507666
19,756,319,1629235249.5232222
20,759,319,1629235249.5388472
21,757,317,1629235249.5388472
22,757,310,1629235249.554397
23,758,309,1629235249.5604074
24,758,313,1629235249.5764525
25,763,314,1629235249.5764525
26,759,321,1629235249.592025
27,764,327,1629235249.592025
28,758,280,1629235249.6076715
29,759,325,1629235249.622956
30,757,329,1629235249.622956
31,758,330,1629235249.6389277
32,758,330,1629235249.6389277
33,745,332,1629235249.6544979
34,761,328,1629235249.66051
35,761,342,1629235249.6762233
36,760,336,1629235249.6762233
37,757,341,1629235249.6922464
38,754,339,1629235249.7078228
39,749,344,1629235249.7078228
40,753,347,1629235249.723398
41,749,346,1629235249.723398
42,749,343,1629235249.7389407
43,746,353,1629235249.7389407
44,744,344,1629235249.7608943
45,738,327,1629235249.7608943
46,717,341,1629235249.776888
47,701,341,1629235249.776888
48,681,338,1629235249.7925034
49,674,332,1629235249.810288
50,648,334,1629235249.8193004
51,602,336,1629235249.8316891
52,542,333,1629235249.8316891
53,496,347,1629235249.8478076
54,460,341,1629235249.8478076
55,454,333,1629235249.8608205
56,434,335,1629235249.8769047
57,408,325,1629235249.8769047
58,411,334,1629235249.8925252
59,414,373,1629235249.8925252
60,413,332,1629235249.9080887
61,425,335,1629235249.9080887
62,417,337,1629235249.9236434
63,420,339,1629235249.9392939
64,418,337,1629235249.9392939
65,418,339,1629235249.9612346
66,417,348,1629235249.9612346
67,418,338,1629235249.9768803
68,414,337,1629235249.9768803
69,428,339,1629235249.992806
70,415,342,1629235249.992806
71,419,339,1629235250.0081024
72,416,336,1629235250.0242107
73,417,336,1629235250.0242107
74,417,336,1629235250.0397983
75,416,338,1629235250.0397983
76,416,344,1629235250.0615606
77,419,342,1629235250.0615606
78,417,328,1629235250.0771854
79,420,331,1629235250.0932662
80,416,338,1629235250.0932662
81,417,337,1629235250.108849
82,427,336,1629235250.108849
83,420,363,1629235250.1244051
84,402,343,1629235250.1244051
85,419,344,1629235250.140063
86,420,342,1629235250.155418
87,423,345,1629235250.1614592
88,424,348,1629235250.1614592
89,422,344,1629235250.1774693
90,429,330,1629235250.1927059
91,428,342,1629235250.1927059
92,420,342,1629235250.2083259
93,421,340,1629235250.2244024
94,420,339,1629235250.2244024
95,420,340,1629235250.2399971
96,421,342,1629235250.2399971
97,422,343,1629235250.261592
98,423,348,1629235250.261592
99,413,344,1629235250.2772198
100,422,346,1629235250.2772198
101,419,345,1629235250.2932477
102,422,347,1629235250.2932477
103,421,347,1629235250.3088043
104,422,348,1629235250.3243995
105,424,348,1629235250.3243995
106,422,348,1629235250.3427176
107,418,353,1629235250.3427176
108,431,348,1629235250.3619545
109,434,348,1629235250.3619545
110,459,348,1629235250.3777554
111,432,348,1629235250.3777554
112,434,347,1629235250.393231
113,438,348,1629235250.4093754
114,436,346,1629235250.4093754
115,436,347,1629235250.4248831
116,440,362,1629235250.4248831
117,432,348,1629235250.4404223
118,434,347,1629235250.4575255
119,426,346,1629235250.4623058
120,439,345,1629235250.4623058
121,436,345,1629235250.4782548
122,438,346,1629235250.4935803
123,434,347,1629235250.4935803
124,436,348,1629235250.5095522
125,439,345,1629235250.5095522
126,438,346,1629235250.5251744
127,436,345,1629235250.5404527
128,436,342,1629235250.5404527
129,444,345,1629235250.55649
130,443,341,1629235250.5628526
131,439,344,1629235250.5628526
132,440,344,1629235250.584064
133,438,346,1629235250.584064
134,441,346,1629235250.600074
135,440,353,1629235250.6156633
136,442,345,1629235250.6156633
137,440,347,1629235250.6313198
138,441,347,1629235250.6313198
139,443,346,1629235250.646875
140,438,345,1629235250.6630251
141,441,324,1629235250.6630251
142,440,342,1629235250.678968
143,442,336,1629235250.678968
144,441,336,1629235250.6944158
145,441,339,1629235250.6944158
146,436,343,1629235250.71018
147,439,339,1629235250.7258255
148,455,335,1629235250.7258255
149,439,343,1629235250.7411668
150,437,439,1629235250.757267
151,439,349,1629235250.7637343
152,441,364,1629235250.7637343
153,438,410,1629235250.7797318
154,440,439,1629235250.7797318
155,487,475,1629235250.7950099
156,496,509,1629235250.810602
157,569,529,1629235250.810602
158,675,552,1629235250.8267074
159,689,581,1629235250.8267074
160,661,592,1629235250.8422694
161,705,603,1629235250.8578515
162,736,615,1629235250.8639295
163,743,613,1629235250.8800373
164,752,621,1629235250.8800373
165,757,625,1629235250.8954756
166,760,622,1629235250.8954756
167,764,629,1629235250.9107985
168,763,626,1629235250.9107985
169,759,623,1629235250.9267993
170,756,622,1629235250.9420414
171,752,628,1629235250.9420414
172,744,628,1629235250.9581718
173,739,629,1629235250.9646196
174,730,629,1629235250.9806287
175,729,627,1629235250.9806287
176,715,636,1629235250.9962254
177,695,632,1629235250.9962254
178,688,632,1629235251.0114877
179,693,633,1629235251.027109
180,688,633,1629235251.027109
181,693,633,1629235251.0431817
182,695,637,1629235251.0431817
183,717,634,1629235251.0647776
184,730,632,1629235251.0647776
185,741,635,1629235251.0808938
186,745,635,1629235251.0808938
187,749,635,1629235251.0963962
188,747,639,1629235251.111967
189,751,635,1629235251.111967
190,742,636,1629235251.127267
191,724,636,1629235251.127267
192,745,623,1629235251.142889
193,746,635,1629235251.158939
194,744,635,1629235251.1653674
195,743,635,1629235251.1653674
196,743,636,1629235251.1829329
197,744,636,1629235251.1829329
198,744,635,1629235251.1990006
199,750,635,1629235251.2145863
200,745,637,1629235251.2145863
201,746,637,1629235251.230195
202,747,637,1629235251.230195
203,748,637,1629235251.245777
204,746,637,1629235251.2610447
205,748,652,1629235251.2655542
206,757,643,1629235251.2816443
207,747,644,1629235251.2816443
208,746,658,1629235251.2972205
209,747,644,1629235251.2972205
210,747,643,1629235251.3127446
211,748,645,1629235251.3127446
212,748,645,1629235251.3282018
213,749,647,1629235251.343691
214,748,647,1629235251.343691
215,751,645,1629235251.359596
216,748,639,1629235251.3660028
217,749,646,1629235251.3820074
218,748,646,1629235251.3820074
219,748,646,1629235251.3975804
220,749,646,1629235251.3975804
221,748,646,1629235251.4128714
222,750,642,1629235251.428844
223,749,646,1629235251.428844
224,749,643,1629235251.444123
225,750,646,1629235251.444123
226,749,647,1629235251.4661188
227,750,645,1629235251.4661188
228,751,648,1629235251.4822226
229,749,633,1629235251.4822226
230,746,668,1629235251.4978108
231,748,648,1629235251.5133808
232,745,646,1629235251.5133808
233,748,649,1629235251.5289717
234,748,648,1629235251.5289717
235,751,648,1629235251.5442626
236,750,650,1629235251.5605097
237,750,649,1629235251.5664635
238,762,650,1629235251.5664635
239,751,649,1629235251.582407
240,751,651,1629235251.5980911
241,750,652,1629235251.5980911
242,751,652,1629235251.6134615
243,751,651,1629235251.6134615
244,751,652,1629235251.6292813
245,752,652,1629235251.6446383
246,752,652,1629235251.6446383
247,753,652,1629235251.6667867
248,751,646,1629235251.6667867
249,752,653,1629235251.6828895
250,752,652,1629235251.6828895
251,752,652,1629235251.6984797
252,752,653,1629235251.6984797
253,753,666,1629235251.7140696
254,735,656,1629235251.7296433
255,752,655,1629235251.7296433
256,753,656,1629235251.7448974
257,753,656,1629235251.7448974
258,752,656,1629235251.7674422
259,753,655,1629235251.7674422
260,753,657,1629235251.7834463
261,752,656,1629235251.7834463
262,752,657,1629235251.799062
263,754,657,1629235251.8143098
264,753,657,1629235251.8143098
265,752,657,1629235251.8316393
266,753,657,1629235251.8316393
267,753,657,1629235251.8472621
268,753,656,1629235251.8632736
269,753,656,1629235251.8677793
270,752,657,1629235251.8677793
271,753,658,1629235251.8838515
272,763,659,1629235251.8994899
273,751,658,1629235251.8994899
274,753,660,1629235251.9150598
275,753,656,1629235251.9150598
276,753,655,1629235251.9306135
277,753,640,1629235251.9306135
278,762,656,1629235251.9462323
279,757,657,1629235251.9615111
280,758,657,1629235251.9684277
281,754,656,1629235251.9684277
282,753,658,1629235251.984429
283,754,657,1629235251.9999995
284,756,656,1629235251.9999995
285,754,657,1629235252.0152955
286,754,664,1629235252.031279
287,754,666,1629235252.031279
288,754,654,1629235252.0469549
289,755,651,1629235252.0469549
290,754,655,1629235252.0625272
