,pres_0,pres_1,time
0,537,906,1629219411.325763
1,537,906,1629219411.325763
2,537,905,1629219411.325763
3,538,907,1629219411.325763
4,537,905,1629219411.325763
5,537,907,1629219411.325763
6,537,906,1629219411.325763
7,538,906,1629219411.325763
8,53737,906,1629219411.325763
9,537,905,1629219411.325763
10,537,914,1629219411.325763
11,537,906,1629219411.325763
12,536,895,1629219411.325763
13,537,906,1629219411.325763
14,537,906,1629219411.325763
15,537,906,1629219411.325763
16,537,905,1629219411.325763
17,538,907,1629219411.325763
18,537,905,1629219411.325763
19,537,907,1629219411.325763
20,537,906,1629219411.325763
21,538,906,1629219411.325763
22,537540,907,1629219412.8863223
23,540,907,1629219412.909732
24,540,907,1629219412.9180722
25,541,907,1629219412.9268923
26,540,907,1629219412.9350493
27,540,907,1629219412.9469216
28,540,907,1629219412.9553185
29,540,907,1629219412.962991
30,540,907,1629219412.9750583
31,540,907,1629219412.984032
32,540,907,1629219412.9917583
33,540,907,1629219413.000714
34,539,907,1629219413.0091586
35,539,907,1629219413.0184488
36,539,907,1629219413.0250292
37,539,907,1629219413.040782
38,539,907,1629219413.0499234
39,540,907,1629219413.0572052
40,539,907,1629219413.0597851
41,539,907,1629219413.075617
42,539,907,1629219413.085041
43,539,907,1629219413.08784
44,539,907,1629219413.1000595
45,539,907,1629219413.1125352
46,539,907,1629219413.121842
47,539,907,1629219413.129602
48,539,906,1629219413.1436079
49,539,907,1629219413.1509032
50,539,907,1629219413.15991
51,538,907,1629219413.1714222
52,539,907,1629219413.1758761
53,539,907,1629219413.1863465
54,538,907,1629219413.1904023
55,539,907,1629219413.208563
56,538,906,1629219413.2175992
57,539,906,1629219413.2259548
58,539,906,1629219413.2365968
59,539,907,1629219413.2435524
60,538,906,1629219413.2524278
61,539,906,1629219413.2589748
62,539,905,1629219413.2747755
63,538,905,1629219413.2830148
64,539,904,1629219413.2884538
65,539,904,1629219413.3017886
66,538,903,1629219413.310891
67,538,903,1629219413.3174675
68,539,901,1629219413.3219204
69,539,901,1629219413.3342316
70,538,900,1629219413.3459823
71,539,898,1629219413.3506622
72,538,898,1629219413.368356
73,538,895,1629219413.3703322
74,538,893,1629219413.3851898
75,538,890,1629219413.3869498
76,538,888,1629219413.4033663
77,538,886,1629219413.4114485
78,538,882,1629219413.420646
79,539,876,1629219413.4340878
80,539,863,1629219413.4357874
81,539,853,1629219413.4507003
82,539,838,1629219413.4592013
83,539,819,1629219413.4683993
84,538,786,1629219413.4796891
85,538,748,1629219413.4841218
86,540,683,1629219413.4998136
87,539,647,1629219413.5081825
88,538,626,1629219413.516458
89,539,619,1629219413.520374
90,538,613,1629219413.5341666
91,530,622,1629219413.5441954
92,538,624,1629219413.553156
93,539,623,1629219413.5630507
94,538,627,1629219413.5691974
95,539,631,1629219413.5756984
96,537,630,1629219413.5900338
97,538,630,1629219413.6004045
98,538,632,1629219413.6095216
99,538,630,1629219413.6180391
100,538,630,1629219413.6261902
101,539,615,1629219413.635483
102,538,621,1629219413.6447601
103,539,625,1629219413.6530313
104,535,622,1629219413.6677012
105,538,617,1629219413.675308
106,538,617,1629219413.6844966
107,538,617,1629219413.691926
108,538,621,1629219413.7020786
109,539,608,1629219413.712251
110,539,622,1629219413.7194614
111,538,620,1629219413.7261689
112,538,619,1629219413.7357783
113,538,610,1629219413.7430606
114,538,619,1629219413.7542534
115,538,618,1629219413.7676888
116,538,609,1629219413.7763312
117,538,610,1629219413.7864366
118,540,608,1629219413.792976
119,538,610,1629219413.8012762
120,538,608,1629219413.8098586
121,538,605,1629219413.8168015
122,538,602,1629219413.8334818
123,538,605,1629219413.8428938
124,568,603,1629219413.8520675
125,538,601,1629219413.8618333
126,538,602,1629219413.8671958
127,539,600,1629219413.87817
128,538,596,1629219413.8863652
129,538,596,1629219413.9006178
130,556,600,1629219413.9097865
131,540,598,1629219413.9172869
132,538,601,1629219413.926553
133,537,596,1629219413.9351811
134,537,590,1629219413.9431977
135,536,606,1629219413.953632
136,536,608,1629219413.9665234
137,537,609,1629219413.9739804
138,534,608,1629219413.9833622
139,532,606,1629219413.993583
140,530,604,1629219414.0024521
141,525,604,1629219414.0107164
142,522,602,1629219414.0197964
143,516,602,1629219414.030276
144,504,603,1629219414.0404031
145,493,603,1629219414.0422182
146,465,613,1629219414.060066
147,442,599,1629219414.0678713
148,403,613,1629219414.0746043
149,306,600,1629219414.0824814
